,Open,High,Low,Close,Adj Close,Volume
2020-04-02 00:00:00+00:00,12.7525301,12.88215828,12.65592957,12.67811394,12.67811394,1832032
2020-04-02 01:00:00+00:00,12.68483162,12.75217056,12.64326096,12.64326096,12.64326096,0
2020-04-02 02:00:00+00:00,12.6070509,12.69740295,12.6070509,12.69069576,12.69069576,1299136
2020-04-02 03:00:00+00:00,12.68066216,12.7052002,12.65001106,12.69826794,12.69826794,0
2020-04-02 04:00:00+00:00,12.71458912,12.75783253,12.70797825,12.73792744,12.73792744,0
2020-04-02 05:00:00+00:00,12.73980808,12.73980808,12.65474987,12.67827606,12.67827606,441120
2020-04-02 06:00:00+00:00,12.68413925,12.79939556,12.68413925,12.79833317,12.79833317,4779168
2020-04-02 07:00:00+00:00,12.7974577,12.80085087,12.74963284,12.78680038,12.78680038,2929984
2020-04-02 08:00:00+00:00,12.7845068,12.83213615,12.77924538,12.82465458,12.82465458,1276512
2020-04-02 09:00:00+00:00,12.84470654,12.84470654,12.80381775,12.83234215,12.83234215,2643840
2020-04-02 10:00:00+00:00,12.83221436,12.90358639,12.81647587,12.89050293,12.89050293,9365600
2020-04-02 11:00:00+00:00,12.88486576,12.99751949,12.87094498,12.91207027,12.91207027,7118048
2020-04-02 12:00:00+00:00,12.94637108,12.97771931,12.77296352,12.78478813,12.78478813,0
2020-04-02 13:00:00+00:00,12.76891708,12.97510147,12.76891708,12.95597553,12.95597553,10366720
2020-04-02 14:00:00+00:00,12.9756012,13.11191559,12.93686962,13.08212852,13.08212852,8862080
2020-04-02 15:00:00+00:00,13.0709753,13.14266586,13.03278446,13.14266586,13.14266586,3335328
2020-04-02 16:00:00+00:00,13.14645863,13.25711727,13.14152908,13.25711727,13.25711727,7165376
2020-04-02 17:00:00+00:00,13.27058506,13.54590893,13.27058506,13.47361088,13.47361088,25514688
2020-04-02 18:00:00+00:00,13.48427868,13.48427868,13.00180149,13.08455849,13.08455849,0
2020-04-02 19:00:00+00:00,13.09029484,13.121418,13.01134109,13.08301926,13.08301926,0
2020-04-02 20:00:00+00:00,13.09270382,13.09270382,12.91162109,13.00194263,13.00194263,0
2020-04-02 21:00:00+00:00,13.00637913,13.15859222,12.95939541,13.15859222,13.15859222,2265408
2020-04-02 22:00:00+00:00,13.15077782,13.23584557,13.07688427,13.1794405,13.1794405,1090784
2020-04-02 23:00:00+00:00,13.18252373,13.18252373,13.0033884,13.06663895,13.06663895,0
2020-04-03 00:00:00+00:00,13.0482254,13.11657238,13.00315762,13.02316475,13.02316475,0
2020-04-03 01:00:00+00:00,13.0158596,13.1829195,13.01463509,13.1829195,13.1829195,6784480
2020-04-03 02:00:00+00:00,13.2094202,13.23571968,13.14998341,13.22241402,13.22241402,2040928
2020-04-03 03:00:00+00:00,13.23173141,13.30243874,13.17878819,13.201581,13.201581,1484960
2020-04-03 04:00:00+00:00,13.18480396,13.21147156,13.1760397,13.1760397,13.1760397,1234944
2020-04-03 05:00:00+00:00,13.18936348,13.22650433,13.13269234,13.22650433,13.22650433,5421120
2020-04-03 06:00:00+00:00,13.23197079,13.33790588,13.19554996,13.32914543,13.32914543,4516992
2020-04-03 07:00:00+00:00,13.31216145,13.52776814,13.30455875,13.51650906,13.51650906,10031552
2020-04-03 08:00:00+00:00,13.52182674,13.54332733,13.39316463,13.4822464,13.4822464,1482048
2020-04-03 09:00:00+00:00,13.48093224,13.52982235,13.42652035,13.52982235,13.52982235,2778016
2020-04-03 10:00:00+00:00,13.52383232,13.5653553,13.45665264,13.50573635,13.50573635,0
2020-04-03 11:00:00+00:00,13.51089573,13.54304981,13.42746449,13.53721333,13.53721333,0
2020-04-03 12:00:00+00:00,13.53482628,13.54795265,13.40599346,13.4063406,13.4063406,0
2020-04-03 13:00:00+00:00,13.41192341,13.43517876,13.35148525,13.40260792,13.40260792,0
2020-04-03 14:00:00+00:00,13.37827873,13.37827873,13.17360115,13.2046032,13.2046032,0
2020-04-03 15:00:00+00:00,13.20205021,13.27104568,13.09810448,13.10607433,13.10607433,0
2020-04-03 16:00:00+00:00,13.1028862,13.14522266,13.00264645,13.14522266,13.14522266,0
2020-04-03 17:00:00+00:00,13.16619682,13.17504883,13.11084747,13.15791607,13.15791607,0
2020-04-03 18:00:00+00:00,13.12998772,13.18713093,13.11839771,13.16343212,13.16343212,0
2020-04-03 19:00:00+00:00,13.16387844,13.26574135,13.16387844,13.26413059,13.26413059,14428352
2020-04-03 20:00:00+00:00,13.25476551,13.37429523,13.24210739,13.24210739,13.24210739,9778944
2020-04-03 21:00:00+00:00,13.23617458,13.34236336,13.19906807,13.3011713,13.3011713,4966816
2020-04-03 22:00:00+00:00,13.29874325,13.32045937,13.28433418,13.30550766,13.30550766,0
2020-04-03 23:00:00+00:00,13.3056612,13.39989853,13.3056612,13.37914848,13.37914848,0
2020-04-04 00:00:00+00:00,13.38162231,13.4870224,13.38162231,13.47864246,13.47864246,888032
2020-04-04 01:00:00+00:00,13.48194313,13.53446579,13.44045258,13.44045258,13.44045258,0
2020-04-04 02:00:00+00:00,13.42358875,13.42358875,13.36591148,13.37215424,13.37215424,0
2020-04-04 03:00:00+00:00,13.37368107,13.37368107,13.22336864,13.28255367,13.28255367,0
2020-04-04 04:00:00+00:00,13.27838326,13.42087364,13.27584839,13.40633011,13.40633011,2049120
2020-04-04 05:00:00+00:00,13.41250038,13.48499012,13.39511299,13.42156792,13.42156792,2045728
2020-04-04 06:00:00+00:00,13.42033386,13.48786926,13.38302803,13.47068882,13.47068882,227232
2020-04-04 07:00:00+00:00,13.48568535,13.52336025,13.44692612,13.45402813,13.45402813,0
2020-04-04 08:00:00+00:00,13.44751167,13.64130306,13.44751167,13.63149548,13.63149548,1349056
2020-04-04 09:00:00+00:00,13.6409235,14.01061058,13.6409235,14.01061058,14.01061058,28447968
2020-04-04 10:00:00+00:00,13.98024845,13.98024845,13.66416454,13.81383419,13.81383419,5007424
2020-04-04 11:00:00+00:00,13.83084393,13.83220863,13.60191345,13.60191345,13.60191345,0
2020-04-04 12:00:00+00:00,13.5503006,13.67739677,13.5503006,13.67223072,13.67223072,3872128
2020-04-04 13:00:00+00:00,13.678689,13.78098106,13.62781239,13.78098106,13.78098106,0
2020-04-04 14:00:00+00:00,13.78785515,13.80152798,13.67229652,13.76400852,13.76400852,0
