,Open,High,Low,Close,Adj Close,Volume
2020-04-01 09:30:00-04:00,307,307.4700012,303.2999878,304.1350098,304.1350098,855587
2020-04-01 10:30:00-04:00,303.8999939,309.6105042,303.269989,307.6350098,307.6350098,450647
2020-04-01 11:30:00-04:00,307.4200134,308.0100098,304.5,304.9899902,304.9899902,381180
2020-04-01 12:30:00-04:00,305.4200134,305.9500122,302.2000122,303.9500122,303.9500122,359492
2020-04-01 13:30:00-04:00,303.9899902,306.2099915,303.1799927,303.8699951,303.8699951,248674
2020-04-01 14:30:00-04:00,303.7900085,304.5,299.9750061,300.1700134,300.1700134,444393
2020-04-01 15:30:00-04:00,300.0700073,302.3200073,298.3200073,301.2099915,301.2099915,664963
2020-04-02 09:30:00-04:00,298.4299927,301.3500061,293.1799927,300.9299927,300.9299927,820687
2020-04-02 10:30:00-04:00,300.9100037,305.4299927,300.519989,303.1300049,303.1300049,446919
2020-04-02 11:30:00-04:00,303.1300049,306.5,302.3500061,304.4934082,304.4934082,251789
2020-04-02 12:30:00-04:00,304.4100037,306.3500061,302.1650085,302.6700134,302.6700134,254501
2020-04-02 13:30:00-04:00,302.5899963,304.1400146,299.0499878,299.0499878,299.0499878,397100
2020-04-02 14:30:00-04:00,299,301.75,298.5899963,300.5786133,300.5786133,481209
2020-04-02 15:30:00-04:00,300.5,304.3399963,298.9400024,304.1799927,304.1799927,522491
2020-04-03 09:30:00-04:00,302.0599976,303.4700012,296.5400085,296.8200073,296.8200073,619695
2020-04-03 10:30:00-04:00,296.9949951,297.1650085,292.269989,294.6900024,294.6900024,607182
2020-04-03 11:30:00-04:00,294.5400085,295.6300049,291.3200073,291.7099915,291.7099915,415336
2020-04-03 12:30:00-04:00,291.7000122,293.7999878,290.8200073,292.019989,292.019989,467142
2020-04-03 13:30:00-04:00,292,292.730011,289.7099915,291.7349854,291.7349854,372345
2020-04-03 14:30:00-04:00,291.6000061,294.1499939,290.6799927,292.2799988,292.2799988,426328
2020-04-03 15:30:00-04:00,292.1650085,294.4299927,290.7099915,293.5100098,293.5100098,542302
2020-04-06 09:30:00-04:00,306.5599976,309.9899902,300.144989,309.5950012,309.5950012,1219041
2020-04-06 10:30:00-04:00,309.6400146,314.1849976,308.7999878,312.9649963,312.9649963,556554
2020-04-06 11:30:00-04:00,312.8924866,314.3200073,311.1000061,314.0299988,314.0299988,818401
2020-04-06 12:30:00-04:00,314.0299988,314.5700073,311.6054993,312.0700073,312.0700073,374643
2020-04-06 13:30:00-04:00,312.0650024,313.7999878,310.8800049,311.3989868,311.3989868,292521
2020-04-06 14:30:00-04:00,311.3999939,316.730011,311.1099854,315.938385,315.938385,399730
2020-04-06 15:30:00-04:00,315.855011,320.3999939,314.8299866,318.9849854,318.9849854,826787
2020-04-07 09:30:00-04:00,324.6900024,325.3999939,312.2999878,312.3200073,312.3200073,1110107
2020-04-07 10:30:00-04:00,312.4299927,314.2000122,306.2999878,310.6000061,310.6000061,1205473
2020-04-07 11:30:00-04:00,310.730011,314.1099854,308.019989,312.7449951,312.7449951,949802
2020-04-07 12:30:00-04:00,312.7550049,315.25,310.8850098,313.4110107,313.4110107,463553
2020-04-07 13:30:00-04:00,313.375,314.230011,310.2099915,311.6600037,311.6600037,293100
2020-04-07 14:30:00-04:00,311.5299988,312.2600098,308.0299988,309.5,309.5,343109
2020-04-07 15:30:00-04:00,309.5599976,313.6199951,308.4400024,308.9299927,308.9299927,539673
2020-04-08 09:30:00-04:00,313.8800049,313.8999939,309.1000061,309.7099915,309.7099915,538073
2020-04-08 10:30:00-04:00,309.7200012,310.9200134,308.519989,309.7900085,309.7900085,510333
2020-04-08 11:30:00-04:00,309.7900085,313.0299988,308.2000122,311.9100037,311.9100037,660677
2020-04-08 12:30:00-04:00,311.9541016,314.2600098,311.4899902,313.3800049,313.3800049,347723
2020-04-08 13:30:00-04:00,313.3699951,315.9200134,311.7200012,315.75,315.75,345915
2020-04-08 14:30:00-04:00,315.75,317.7200012,315.2799988,316.1000061,316.1000061,409161
2020-04-08 15:30:00-04:00,316.1900024,317.2999878,313.5100098,316.8500061,316.8500061,704224
2020-04-09 09:30:00-04:00,319,320.480011,310.7900085,314.1499939,314.1499939,829024
2020-04-09 10:30:00-04:00,314.1600037,317.9500122,312.5700073,315.8599854,315.8599854,400968
2020-04-09 11:30:00-04:00,315.7799988,319.1600037,315.3999939,316.9450073,316.9450073,287272
2020-04-09 12:30:00-04:00,316.8944092,320.4599915,316.4100037,320.394989,320.394989,209529
2020-04-09 13:30:00-04:00,320.5,320.7799988,316.9299927,317.9500122,317.9500122,315024
2020-04-09 14:30:00-04:00,317.6400146,319.1000061,316.0010071,317.5400085,317.5400085,329638
2020-04-09 15:30:00-04:00,317.6700134,319.4500122,316.480011,318.6799927,318.6799927,506281
2020-04-13 09:30:00-04:00,315.9400024,318.7999878,313.75,314.980011,314.980011,383379
2020-04-13 10:30:00-04:00,314.75,316.4100037,314,316.2399902,316.2399902,233329
2020-04-13 11:30:00-04:00,316.1300049,316.980011,314.1600037,316.4100037,316.4100037,160612
2020-04-13 12:30:00-04:00,316.4700012,316.9397888,315.2600098,316.5499878,316.5499878,118056
2020-04-13 13:30:00-04:00,316.4299927,318.7000122,316.4299927,317.5899963,317.5899963,147420
2020-04-13 14:30:00-04:00,317.7550049,319.2398987,317.1749878,318.6600037,318.6600037,194812
2020-04-13 15:30:00-04:00,318.6600037,320.8999939,318.1199951,320.7799988,320.7799988,374563
2020-04-14 09:30:00-04:00,328.769989,334,328.4700012,333.9100037,333.9100037,739594
2020-04-14 10:30:00-04:00,333.8999939,334.769989,331.2399902,333.2349854,333.2349854,403900
2020-04-14 11:30:00-04:00,333.1199951,336.0150146,332,335.769989,335.769989,364299
2020-04-14 12:30:00-04:00,335.8399963,337.7683105,335.4100037,337.2799988,337.2799988,299745
2020-04-14 13:30:00-04:00,337.355011,339.1176147,336.887207,338.3234863,338.3234863,294660
2020-04-14 14:30:00-04:00,338.4021912,342.0950012,338.2600098,341.9269104,341.9269104,650670
2020-04-14 15:30:00-04:00,341.9949951,342.0599976,339.7680054,340.769989,340.769989,642588
