,Open,High,Low,Close,Adj Close,Volume
2020-04-02 00:00:00+00:00,135.7788391,137.3126831,135.7788391,136.376358,136.376358,286337024
2020-04-02 01:00:00+00:00,136.2378235,136.6996155,136.0882874,136.0882874,136.0882874,74594304
2020-04-02 02:00:00+00:00,135.9702454,136.5847015,135.7837067,136.5106812,136.5106812,146494464
2020-04-02 03:00:00+00:00,136.4846497,136.5856476,136.1220093,136.5832214,136.5832214,0
2020-04-02 04:00:00+00:00,136.6337128,136.9363861,136.3899231,136.3899231,136.3899231,0
2020-04-02 05:00:00+00:00,136.3529358,136.4333649,136.1684113,136.4333649,136.4333649,0
2020-04-02 06:00:00+00:00,136.3473969,137.844101,136.3473969,137.844101,137.844101,85943296
2020-04-02 07:00:00+00:00,137.8444672,138.3719635,137.7289886,138.1175995,138.1175995,122081280
2020-04-02 08:00:00+00:00,138.2421722,138.4167175,137.7666473,138.163208,138.163208,0
2020-04-02 09:00:00+00:00,138.1586761,138.1586761,137.7753601,137.8675079,137.8675079,0
2020-04-02 10:00:00+00:00,137.8900299,138.2149353,137.6403656,138.0951843,138.0951843,49568768
2020-04-02 11:00:00+00:00,138.0956116,138.4023895,137.9154053,138.2366791,138.2366791,0
2020-04-02 12:00:00+00:00,138.2419281,138.5399323,137.519577,137.6043549,137.6043549,331082752
2020-04-02 13:00:00+00:00,137.5908813,138.163147,137.2151031,137.4608154,137.4608154,0
2020-04-02 14:00:00+00:00,137.4539642,139.1622162,137.4539642,139.1200562,139.1200562,669856768
2020-04-02 15:00:00+00:00,139.2185669,139.4389038,138.3122559,139.2062225,139.2062225,147426304
2020-04-02 16:00:00+00:00,139.3949738,142.819046,139.2972412,142.819046,142.819046,665131008
2020-04-02 17:00:00+00:00,143.142746,146.7870941,143.142746,145.6360779,145.6360779,1392858112
2020-04-02 18:00:00+00:00,145.6576843,145.7742767,141.0593567,141.0593567,141.0593567,271319040
2020-04-02 19:00:00+00:00,141.2152252,142.15448,140.8355408,141.465683,141.465683,307845120
2020-04-02 20:00:00+00:00,141.4228821,141.4228821,140.1681061,141.1807709,141.1807709,46811136
2020-04-02 21:00:00+00:00,141.1258392,143.1452789,141.0997772,143.1452789,143.1452789,175840256
2020-04-02 22:00:00+00:00,143.1518555,143.2265015,141.5514832,142.9633026,142.9633026,0
2020-04-03 00:00:00+00:00,142.0794373,142.584198,141.538559,141.538559,141.538559,0
2020-04-03 01:00:00+00:00,141.6300354,142.5658264,141.1164093,142.5646515,142.5646515,22081536
2020-04-03 02:00:00+00:00,142.6144257,142.8475647,142.1058502,142.7416992,142.7416992,0
2020-04-03 03:00:00+00:00,142.7370453,143.0251007,142.2309418,142.2370148,142.2370148,16776192
2020-04-03 04:00:00+00:00,142.219986,142.2546844,141.7629395,142.1946564,142.1946564,0
2020-04-03 05:00:00+00:00,142.276947,142.3529816,141.6238556,142.0588226,142.0588226,0
2020-04-03 06:00:00+00:00,142.038559,142.7983398,141.8723297,142.6665344,142.6665344,170037248
2020-04-03 07:00:00+00:00,142.58284,144.7939758,142.58284,144.7685394,144.7685394,344576000
2020-04-03 08:00:00+00:00,144.7772522,145.160141,143.6778259,144.4665833,144.4665833,80618496
2020-04-03 09:00:00+00:00,144.4804535,145.5381622,144.0379791,145.4277496,145.4277496,107955200
2020-04-03 10:00:00+00:00,145.3796539,146.1525269,144.9867249,146.1525269,146.1525269,248522752
2020-04-03 11:00:00+00:00,146.377594,146.7693176,145.1345825,146.6903381,146.6903381,180699136
2020-04-03 12:00:00+00:00,146.786087,146.8998718,144.6433868,145.3479462,145.3479462,0
2020-04-03 13:00:00+00:00,145.5796051,145.5796051,144.7047424,144.8978119,144.8978119,0
2020-04-03 14:00:00+00:00,144.7832336,144.9980469,142.4753571,142.5796356,142.5796356,0
2020-04-03 15:00:00+00:00,142.793396,143.4255829,141.5584412,141.7017517,141.7017517,0
2020-04-03 16:00:00+00:00,141.1829987,141.7594757,139.6193848,141.1999207,141.1999207,0
